tyrant hi best kill the peopl stole the elect rule,-1,0.3333333333333333,1,2
sir congretul and wish all the best pleas continu good thing becaus the lord allow yo,1,0.3333333333333333,2,1
dear ye ghana held elect but wa anyth but free and fair peopl die ba,1,0.3333333333333333,2,1
msando wa kill ghana lest forget wa free and fair elect,1,0.3333333333333333,2,1
eei small correct correct you wey you bore so,1,0.3333333333333333,2,1
lmao when prepar cowpea you add both bad and good you select the good,1,0.3333333333333333,2,1
respect you think your not okay with the result pleas the right thing,1,0.3333333333333333,2,1
best thing neglect their distract obviou wh,-1,0.3333333333333333,1,2
pleas dont mind thi ignor fool major ghanaian want free educati,-1,0.3333333333333333,1,2
Im disappoint him expect him call hi support remain calm as,1,0.3333333333333333,2,1
uve shame left fact that keep lie good peopl gambia with str,-1,0.3333333333333333,1,2
you steal elect but you still make opposit get 6mil pleas employ better sealer next time okay,-1,0.3333333333333333,1,2
ghanaian now need fast and pray god make thi mother serpent corrupt barren doe,-1,0.3333333333333333,1,2
sad and cant live hi life becaus young man doesnt give fuck about ha lost respect for hi,-1,0.3333333333333333,1,2
_world pleas right ghana and africa and stop publish falsehood fakenew,-1,0.3333333333333333,1,2
nana beg comot upper east from free education15 seat wey win no mind dem cuz dem ungrat,1,0.3333333333333333,2,1
student loan with guarantor deaa januari pleas let see top wae beg,-1,0.3333333333333333,1,2
mahama won but thi clear case corrupt fight back,1,0.3333333333333333,2,1
didnt vote for you for fan but the hard work continu pleas,-1,0.3333333333333333,1,2
true bro most hi mp were reluct work they were live the glori and the hard work nana addo,1,0.3333333333333333,2,1
man wonder won less region hung parliament battl against cso and neutral but stil,1,0.3333333333333333,2,1
the god good and the bad ha been faith npp and mother ghana may god help father the nat,1,0.3333333333333333,2,1
pleas make free educ from basic school sh free forev the countri need it,1,0.3333333333333333,2,1
better trash fall off where outsel,-1,0.3333333333333333,1,2
nana mekyea o dont let our vote vain pleas make proud and dont disappoint us vo,-1,0.3333333333333333,1,2
just have been do sinc 2017 give you word that will continu work veri hard build prosper,1,0.3333333333333333,2,1
should tank and ppl for steal the result whatthat the onli thing the npp govt onli good,-1,0.3333333333333333,1,2
you guy ha realli work hard but feel must even work veri much harder prior 2024 poll the,1,0.3333333333333333,2,1
ha won mani admir over hi hard fought comeback battl time heal wish the ndc avoid go,1,0.3333333333333333,2,1
let luto accept defeat when gedion defeat hi lie ass 2022,1,0.3333333333333333,2,1
work hard one direct meaningless justic and true democraci,-1,0.3333333333333333,1,2
whi should zanu bother fake polit instabl support US,-1,0.3333333333333333,1,2
pleas youv won can back school the onlin thing made fail lot paper,-1,0.3333333333333333,1,2
spread money for tyrant offic help you win elect undemocrat and silli tyrant,-1,0.3333333333333333,1,2
presid did envisag free sh 2008 they doubt him today want take credit for free sh maintainnanaadddo,1,0.3333333333333333,2,1
presid did envisag free sh 2008 they doubt him today they want take credit for free sh maintainnanaadddo,1,0.3333333333333333,2,1
pleas look sharp the end thi week pleas,-1,0.3333333333333333,1,2
that actual lie the best thing happen hasnt happen the best thing when have reach,1,0.3333333333333333,2,1
hmmmm fellow ghanaian pleas dont miss thi great opportun 7th decemb vote for for bett,-1,0.3333333333333333,1,2
nah ill never forgiv top top fraud guy,-1,0.3333333333333333,1,2
free public wifi the restaur with free wifi sticker all scam buy data too den dey cheat the govern,-1,0.3333333333333333,1,2
fellow genien count all joy when fall into divers econom hardship and insecur due the corrupt an,-1,0.3333333333333333,1,2
hmm new patriot pikin fact miss these great frontlin the bid for more more paa,1,0.3333333333333333,2,1
are all wait for kennedi come and hi work usual make lie and tell how corrupt martin amidu is,-1,0.3333333333333333,1,2
failur bring corrupt stop corrupt the lead govern bigger than th,-1,0.3333333333333333,1,2
martin amidu want join corrupt fight corruptionhahahahahaa the corrupt and hi comfort zone,-1,0.3333333333333333,1,2
corrupt which ha triumph sad day for ghana,-1,0.3333333333333333,1,2
wonder cant speak about corrupt again it shame what happen the he incorruptibl,-1,0.3333333333333333,1,2
fight corrupt hi charad now clear the world transpar intern corrupt,-1,0.3333333333333333,1,2
rememb your god thi age befor you die money good but your age wonder you can stil,1,0.3333333333333333,2,1
tag the recipi corrupt won presid the most corrupt ghanaian presid ever,-1,0.3333333333333333,1,2
corrupt ha success defeat the special prosecutor nana addo,1,0.3333333333333333,2,1
corrupt news when come nana addo the chief clear agent corrupt,-1,0.3333333333333333,1,2
corrupt ha defeat martin amidu you must have tough skin figh,1,0.3333333333333333,2,1
pleas sometim one need pass through the right channel befor hisher concern will be,-1,0.3333333333333333,1,2
scene when the best play bloom thi christma herh lockdown pleas,1,0.3333333333333333,2,1
africa ha truli lost great son rip,-1,0.3333333333333333,1,2
crusad myopic and infantil idea veri shallow mind the free sh will the best pl,1,0.3333333333333333,2,1
the best corrupt fighter but ha not arrest singl corrupt offici but who co,1,0.3333333333333333,2,1
great idea black histori the good when were king and queen the bad when were atta,1,0.3333333333333333,2,1
dear akuffo addo you have fail the good peopl ghana you have fail corrupt fight 1d1,-1,0.3333333333333333,1,2
will onli support polic protect mp temporari base whi someon not lose hi job becaus high,1,0.3333333333333333,2,1
Mr presid some these cheap campaign gimmick will never save you from defeat ghanaian are now,-1,0.3333333333333333,1,2
nana pleas central hospit deserv some renov becaus their good work but less structur,1,0.3333333333333333,2,1
which good work talk abt liar,1,0.3333333333333333,2,1
the peopl manifesto offer good health social just increas infrastructur and corrupt free life,1,0.3333333333333333,2,1
god help you honest and loyal the nation less lie,1,0.3333333333333333,2,1
join thi telegram channel for free ice hockeyx basketbal tenni odd for free soccer too,1,0.3333333333333333,2,1
nana nya nkwa daa you got wisdom compet rule with MB with you dead goat still dead,-1,0.3333333333333333,1,2
like dey buy data for us after increas cst that wa joke right,1,0.3333333333333333,2,1
pleas father the best leader for ghana one love four more for nana,1,0.3333333333333333,2,1
you dont support miss jane dont throw dust into anybodi eye here,-1,0.3333333333333333,1,2
presid mani young african start get the lost pride through you join the worst coloniali,-1,0.3333333333333333,1,2
lord the presid and the npp support are grate for your everlast love and vision for our,1,0.3333333333333333,2,1
may the lord keep you caus hi face shine upon you may you uplift and your enemi put shame amen,1,0.3333333333333333,2,1
what about bad work not forget everi singl scandal under your watchinclud the resig,-1,0.3333333333333333,1,2
break ani evil with the blood jesu around the presid whatev spirit the presid that work,-1,0.3333333333333333,1,2
pleas with respect humbl request you turn your attent upper denkyira and it bad road denki,-1,0.3333333333333333,1,2
sinc when did you are not wise becam insult you are not wise brother,-1,0.3333333333333333,1,2
may the good lord protect the presid the vice and all the mpsvictori our,1,0.3333333333333333,2,1
the devil now speak protect wonder shall never may god answer your prayer,1,0.3333333333333333,2,1
you the winner pleas just calm down,1,0.3333333333333333,2,1
love it and miss go school damn much lectur and all free,1,0.3333333333333333,2,1
As becom clear that and the are firm posit win the 2020 elect defect,1,0.3333333333333333,2,1
they preach the right messag but employ the wrong action proper civil servant offici,1,0.3333333333333333,2,1
pleas nana addo pleas pay the lock moni gold coast secur for uspleas peopl are,-1,0.3333333333333333,1,2
beg nana addo pleas pay the lock moni gold coast secur,-1,0.3333333333333333,1,2
free water inde liar chief they keep shout free water free water but peopl get water,1,0.3333333333333333,2,1
samini could not win vgma award for himself how much more endors someon nana you will still lose the elect,1,0.3333333333333333,2,1
you dont even know how spell pitywhi wont you suffer pleas make good use the free educ,1,0.3333333333333333,2,1
sue him ha right block you absolut right,1,0.3333333333333333,2,1
cedi arrest and the key given the igp yet you have fail check the free fall the cedi,-1,0.3333333333333333,1,2
well some seller do theyll benefit your logic free sh bad becaus doesnt benefit everyon,1,0.3333333333333333,2,1
corrupt wa hi main campaign messag 2016 buh he quiet today hahaha guess good as,1,0.3333333333333333,2,1
your sakawa sod cut will not work di timeso stop lie trick tell the content fail npp govt,-1,0.3333333333333333,1,2
HE pleas that good initi but even ezwich network ha becom problem for nss personnel,-1,0.3333333333333333,1,2
you still continu lie about dumsor pleas you have fail woefulli one trust you again,-1,0.3333333333333333,1,2
it lie presid what have achiev the fight against corrupt most your appointe are thiev with pride,-1,0.3333333333333333,1,2
your excel the lord doesnt side with corrupt and corrupt offici you plant your famili,-1,0.3333333333333333,1,2
but not corrupt smh blame the smaller parti dont have better altern need third forc,1,0.3333333333333333,2,1
more day kick out the liar aka Mr lomotey the corrupt aka wa misl the clear agent,-1,0.3333333333333333,1,2
first term alon and the corrupt scandal are pile faster pace what you were your,-1,0.3333333333333333,1,2
Mr presid ghanaian are wise now with your deceit and fraud rescuemission2020 kicknanaout,-1,0.3333333333333333,1,2
corrupt cover all your work includ the good one,1,0.3333333333333333,2,1
work presid the right man for the job not the one that clueless woke presid,1,0.3333333333333333,2,1
griev that you keep lie ghanaian most think you guy are help us need good lead,1,0.3333333333333333,2,1
there wa fight against corrupt wa pure rhetor corrupt the situat wors cuz he,-1,0.3333333333333333,1,2
doubt shouldnt carri away prez still big threat the onli way campaign well,-1,0.3333333333333333,1,2
insult someon sake their polit choic well 7th decemb solv all thi mess,-1,0.3333333333333333,1,2
amp famili amp friend threaten martin amidu order protect sorri how doe that work,1,0.3333333333333333,2,1
ghana problem ghana most corrupt team led prez nanaaddoiscorrupt 4moretostealmor,-1,0.3333333333333333,1,2
rip former presid rawl thi beauti pure talent,1,0.3333333333333333,2,1
everi good thing our nation ha been render useless but ha place corrupt social in,-1,0.3333333333333333,1,2
wont you want enjoy such seren when you are overwhelm with stress and need place cool off saveatewa,-1,0.3333333333333333,1,2
the greatest scam and scammer ghanaian polit today presid the most corrupt ghanaian pre,-1,0.3333333333333333,1,2
hey nanaaddo free senior high result are scari nanaaddo onli good corrupt each day,1,0.3333333333333333,2,1
with all these scandal corrupt with thi govern wonder are not see develop,-1,0.3333333333333333,1,2
your excel you have fail the test that you ask tri you you are corrupt intoler and,-1,0.3333333333333333,1,2
must you support ani foolish comment twitter thi senseless bruh,-1,0.3333333333333333,1,2
come from fool soldier the other side your work hard,-1,0.3333333333333333,1,2
like their titl fool soldier easili fool,-1,0.3333333333333333,1,2
grown smart and perceiv credibl folk twitter are smile home the suspicion that ha somehow,1,0.3333333333333333,2,1
decemb 10th you ndc dont win power with your propaganda then you wont win,1,0.3333333333333333,2,1
HE pleas let use that ghc60 mill someth better were fight corrupt save money,-1,0.3333333333333333,1,2
hit the bad deed the incumb govern good idea but you support ND,1,0.3333333333333333,2,1
now npp friend and see the mischief martin amidu for thi revel thank god,1,0.3333333333333333,2,1
daili guid man kill over pork resign thank amidu cocobod clear air over sole sourc,1,0.3333333333333333,2,1
now have walk 4km work everi morn becaus cant afford transport fare anymor pleas HE,1,0.3333333333333333,2,1
admir the good work your do but pleas also fix our road ghanaian are tire breath du,1,0.3333333333333333,2,1
back school learn how protocol work wonder guy never support free educ,1,0.3333333333333333,2,1
hi excel you will not lost thi upcom elect thi realli true but not propaganda talk,-1,0.3333333333333333,1,2
can you pleas get the sampl the ballot paper ndc with presid mahama be vote need urgent thank,-1,0.3333333333333333,1,2
with the greatest respect what you mean vandal want understand pleas,1,0.3333333333333333,2,1
well better anyway you rememb dead goat abeg,1,0.3333333333333333,2,1
can demand that the right peac protest respect that all,1,0.3333333333333333,2,1
statement condemn the kill will enough,-1,0.3333333333333333,1,2
two wrong doesnt make right he the real dead goat thi matter expect lea,-1,0.3333333333333333,1,2
pleas thi govern ha fail you wai talk well,-1,0.3333333333333333,1,2
